Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
11,Allan Houston\houstal01,SG,31,NYK,82,82,37.9,8.0,17.9,.445,2.2,5.5,.396,5.8,12.4,.467,.506,4.4,4.8,.919,0.3,2.5,2.8,2.7,0.7,0.1,2.2,2.3,22.5
12,Stephon Marbury\marbust01,PG,25,PHO,81,81,40.0,8.3,18.9,.439,1.1,3.7,.301,7.2,15.2,.472,.468,4.6,5.8,.803,0.7,2.6,3.2,8.1,1.3,0.2,3.2,2.5,22.3
13,Antawn Jamison\jamisan01,SF,26,GSW,82,82,39.3,8.4,17.9,.470,0.8,2.5,.311,7.6,15.4,.496,.492,4.6,5.8,.789,2.4,4.7,7.0,1.9,0.9,0.5,2.2,2.4,22.2
14,Jalen Rose\roseja01,SF,30,CHI,82,82,40.9,7.8,19.3,.406,1.6,4.4,.370,6.2,14.9,.416,.448,4.9,5.7,.854,0.8,3.5,4.3,4.8,0.9,0.3,3.5,3.3,22.1
15,Jamal Mashburn\mashbja01,SF,30,NOH,82,81,40.5,8.2,19.3,.422,1.5,3.7,.389,6.7,15.6,.430,.460,3.8,4.5,.848,0.8,5.3,6.1,5.6,1.0,0.2,2.8,2.4,21.6
16,Jerry Stackhouse\stackje01,SG,28,WAS,70,70,39.2,7.0,17.2,.409,1.0,3.5,.290,6.0,13.7,.439,.438,6.5,7.4,.878,0.9,2.8,3.7,4.5,0.9,0.4,2.8,1.9,21.5
17,Shawn Marion\mariosh01,SF,24,PHO,81,81,41.6,8.2,18.1,.452,1.7,4.5,.387,6.4,13.6,.473,.500,3.1,3.6,.851,2.5,7.1,9.5,2.4,2.3,1.2,1.9,2.6,21.2
18,Steve Francis\francst01,PG,25,HOU,81,81,41.0,7.0,16.2,.435,1.0,3.0,.354,6.0,13.2,.453,.468,5.9,7.3,.800,2.0,4.2,6.2,6.2,1.7,0.5,3.7,3.1,21.0
19,Jermaine O'Neal\onealje01,PF,24,IND,77,76,37.2,7.9,16.4,.484,0.1,0.3,.333,7.8,16.1,.487,.487,4.8,6.6,.731,2.6,7.7,10.3,2.0,0.9,2.3,2.3,3.6,20.8
20,Glenn Robinson\robingl01,SF,30,ATL,69,68,37.6,7.8,18.1,.432,1.3,3.8,.342,6.5,14.3,.456,.468,3.9,4.4,.876,1.2,5.4,6.6,3.0,1.3,0.4,3.6,2.7,20.8
21,Ricky Davis\davisri01,SG,23,CLE,79,76,39.6,7.6,18.6,.410,0.9,2.6,.363,6.7,16.0,.417,.435,4.4,5.9,.748,1.2,3.7,4.9,5.5,1.6,0.5,3.5,2.3,20.6
22,Karl Malone*\malonka01,PF,39,UTA,81,81,36.2,7.3,15.9,.462,0.0,0.2,.214,7.3,15.7,.464,.463,5.9,7.7,.763,1.4,6.4,7.8,4.7,1.7,0.4,2.6,2.5,20.6
23,Gary Payton*\paytoga01,PG,34,TOT,80,80,40.1,8.3,18.3,.454,0.7,2.3,.297,7.6,16.1,.476,.472,3.1,4.4,.710,1.0,3.2,4.2,8.3,1.7,0.3,2.3,2.3,20.4
24,Antoine Walker\walkean02,PF,26,BOS,78,78,41.5,7.7,19.9,.388,2.4,7.5,.323,5.3,12.5,.427,.449,2.3,3.7,.615,1.3,5.9,7.2,4.8,1.5,0.4,3.3,2.8,20.1
25,Michael Jordan*\jordami01,SF,39,WAS,82,67,37.0,8.3,18.6,.445,0.2,0.7,.291,8.1,18.0,.450,.450,3.2,4.0,.821,0.9,5.2,6.1,3.8,1.5,0.5,2.1,2.1,20.0
26,Shareef Abdur-Rahim\abdursh01,PF,26,ATL,81,81,38.1,7.0,14.6,.478,0.3,0.7,.350,6.7,13.9,.485,.487,5.6,6.7,.841,2.2,6.2,8.4,3.0,1.1,0.5,2.6,3.0,19.9
27,Sam Cassell\cassesa01,PG,33,MIL,78,77,34.6,7.0,14.9,.470,0.8,2.1,.362,6.2,12.8,.487,.495,4.9,5.7,.861,0.7,3.7,4.4,5.8,1.1,0.2,2.3,2.8,19.7
28,Richard Hamilton\hamilri01,SG,24,DET,82,82,32.2,7.0,15.7,.443,0.4,1.5,.269,6.6,14.2,.461,.456,5.4,6.4,.833,1.1,2.8,3.9,2.5,0.8,0.2,2.4,3.0,19.7
29,Peja Stojaković\stojape01,SF,25,SAC,72,72,34.0,6.9,14.4,.481,2.2,5.6,.382,4.8,8.7,.545,.556,3.2,3.7,.875,0.8,4.7,5.5,2.0,1.0,0.1,1.4,2.0,19.2
30,Pau Gasol\gasolpa01,PF,22,MEM,82,82,36.0,6.9,13.6,.510,0.0,0.1,.100,6.9,13.5,.514,.510,5.1,6.9,.736,2.3,6.4,8.8,2.8,0.4,1.8,2.6,2.7,19.0
31,Jason Kidd*\kiddja01,PG,29,NJN,80,80,37.4,6.4,15.6,.414,1.6,4.6,.341,4.9,10.9,.445,.465,4.2,5.0,.841,1.4,4.9,6.3,8.9,2.2,0.3,3.7,1.6,18.7
32,Juwan Howard\howarju01,PF,29,DEN,77,77,35.5,7.4,16.4,.450,0.0,0.1,.500,7.3,16.3,.449,.450,3.7,4.6,.803,2.4,5.2,7.6,3.0,1.0,0.4,2.5,3.1,18.4
33,Gilbert Arenas\arenagi01,PG,21,GSW,82,82,35.0,6.2,14.4,.431,1.3,3.8,.348,4.9,10.6,.461,.478,4.5,5.7,.791,1.2,3.5,4.7,6.3,1.5,0.2,3.5,3.2,18.3
34,Rashard Lewis\lewisra02,SF,23,SEA,77,77,39.5,6.7,14.9,.452,1.0,2.8,.346,5.8,12.1,.476,.484,3.7,4.5,.820,2.0,4.6,6.5,1.7,1.3,0.5,1.9,2.7,18.1
35,Rasheed Wallace\wallara01,PF,28,POR,74,74,36.3,7.0,14.8,.471,1.5,4.1,.358,5.5,10.6,.515,.521,2.7,3.7,.735,1.5,5.9,7.4,2.1,0.9,1.0,1.9,3.0,18.1
36,Steve Nash*\nashst01,PG,28,DAL,82,82,33.1,6.3,13.6,.465,1.4,3.3,.413,5.0,10.3,.482,.515,3.8,4.1,.909,0.8,2.1,2.9,7.3,1.0,0.1,2.3,1.6,17.7
37,Matt Harpring\harprma01,SF,26,UTA,78,69,32.8,6.7,13.1,.511,0.8,2.1,.413,5.8,11.0,.529,.543,3.4,4.2,.792,2.4,4.2,6.6,1.7,0.9,0.2,2.1,2.8,17.6
38,Cuttino Mobley\moblecu01,SG,27,HOU,73,73,41.7,6.3,14.6,.434,1.5,4.4,.352,4.8,10.3,.469,.486,3.3,3.9,.858,1.0,3.2,4.2,2.8,1.3,0.5,2.3,2.5,17.5
39,Zydrunas Ilgauskas\ilgauzy01,C,27,CLE,81,81,30.0,6.1,13.9,.441,0.0,0.1,.000,6.1,13.8,.443,.441,4.9,6.3,.781,3.0,4.6,7.5,1.6,0.7,1.9,2.6,3.4,17.2
40,Jason Terry\terryja01,PG,25,ATL,81,81,38.0,6.0,14.1,.428,2.0,5.3,.371,4.0,8.8,.462,.498,3.2,3.6,.887,0.5,3.0,3.4,7.4,1.6,0.2,3.1,2.2,17.2
41,Kenyon Martin\martike01,PF,25,NJN,77,77,34.1,6.6,14.1,.470,0.1,0.6,.209,6.5,13.5,.481,.475,3.3,5.1,.653,2.1,6.2,8.3,2.4,1.3,0.9,2.5,3.8,16.7
42,David Wesley\wesleda01,SG,32,NOH,73,73,37.1,6.2,14.2,.433,1.8,4.3,.424,4.3,9.9,.437,.498,2.5,3.2,.781,0.5,1.9,2.4,3.4,1.5,0.1,1.8,2.4,16.7
43,Latrell Sprewell\sprewla01,SF,32,NYK,74,73,38.6,6.1,15.2,.403,1.8,4.9,.372,4.3,10.4,.417,.462,2.3,2.9,.794,0.6,3.2,3.9,4.5,1.4,0.3,2.3,1.8,16.4
44,Chauncey Billups\billuch01,PG,26,DET,74,74,31.4,4.9,11.8,.421,2.0,5.1,.392,2.9,6.6,.443,.506,4.3,4.9,.878,0.5,3.2,3.7,3.9,0.9,0.2,1.8,1.8,16.2
45,Keith Van Horn\vanhoke01,PF,27,PHI,74,73,31.6,6.2,12.9,.482,0.9,2.4,.369,5.3,10.5,.508,.516,2.6,3.2,.804,2.1,4.9,7.1,1.3,0.9,0.4,2.0,3.4,15.9
46,Jason Richardson\richaja01,SG,22,GSW,82,82,32.9,5.8,14.2,.410,1.5,4.1,.368,4.3,10.1,.427,.463,2.5,3.3,.764,1.4,3.3,4.6,3.0,1.1,0.3,2.2,2.5,15.6
47,Richard Jefferson\jefferi01,SF,22,NJN,80,80,36.0,5.7,11.4,.501,0.1,0.3,.250,5.6,11.1,.507,.504,4.1,5.5,.743,1.9,4.6,6.4,2.5,1.0,0.6,2.0,2.7,15.5
48,Tony Parker\parketo01,PG,20,SAS,82,82,33.8,5.9,12.7,.464,1.0,3.0,.337,4.9,9.8,.503,.503,2.7,3.5,.755,0.4,2.2,2.6,5.3,0.9,0.0,2.4,2.1,15.5
49,Caron Butler\butleca01,SF,22,MIA,78,78,36.6,5.5,13.2,.416,0.4,1.4,.318,5.1,11.9,.427,.432,4.0,4.8,.824,1.7,3.4,5.1,2.7,1.8,0.4,2.5,2.9,15.4
50,Bonzi Wells\wellsbo01,SG,26,POR,75,65,31.9,5.8,13.2,.441,0.5,1.7,.292,5.3,11.5,.464,.461,3.0,4.2,.722,1.3,3.9,5.3,3.3,1.6,0.2,2.9,2.9,15.2
51,Michael Redd\reddmi01,SG,23,MIL,82,14,28.2,5.5,11.8,.469,2.2,5.1,.438,3.3,6.8,.492,.562,1.8,2.3,.805,1.2,3.3,4.5,1.4,1.2,0.2,0.9,1.7,15.1
52,Desmond Mason\masonde01,SF,25,TOT,80,40,34.5,5.7,12.7,.449,0.3,0.9,.292,5.5,11.8,.461,.460,2.7,3.5,.749,1.9,4.6,6.5,2.0,0.8,0.4,1.4,2.6,14.3
53,Troy Hudson\hudsotr01,PG,26,MIN,79,74,32.9,5.2,12.1,.428,1.2,3.4,.365,3.9,8.7,.452,.479,2.6,2.9,.900,0.5,1.8,2.3,5.7,0.8,0.1,2.3,2.0,14.2
54,Morris Peterson\petermo01,SF,25,TOR,82,80,36.0,5.1,13.1,.392,1.4,4.2,.337,3.7,8.9,.418,.446,2.4,3.0,.789,1.2,3.2,4.4,2.3,1.1,0.4,1.6,2.8,14.1
55,Kurt Thomas\thomaku01,C,30,NYK,81,81,31.8,6.1,12.7,.483,0.0,0.0,.667,6.1,12.7,.483,.484,1.7,2.3,.750,2.0,5.9,7.9,2.0,1.0,1.2,1.7,4.2,14.0
56,Derek Anderson\anderde01,PG,28,POR,76,76,33.6,4.7,10.9,.427,1.5,4.4,.350,3.1,6.6,.477,.496,3.0,3.5,.859,0.7,2.8,3.5,4.3,1.2,0.2,1.7,1.9,13.9
57,Andre Miller\millean02,PG,26,LAC,80,80,36.4,4.7,11.6,.406,0.3,1.4,.213,4.4,10.3,.432,.419,3.9,4.9,.795,1.1,2.9,4.0,6.7,1.2,0.1,2.6,2.5,13.6
58,Yao Ming*\mingya01,C,22,HOU,82,72,29.0,4.9,9.8,.498,0.0,0.0,.500,4.9,9.8,.498,.499,3.7,4.5,.811,2.4,5.8,8.2,1.7,0.4,1.8,2.1,2.8,13.5
59,Amar'e Stoudemire\stoudam01,PF,20,PHO,82,71,31.3,4.8,10.1,.472,0.0,0.1,.200,4.8,10.0,.476,.473,3.9,5.9,.661,3.0,5.7,8.8,1.0,0.8,1.1,2.3,3.3,13.5
60,Donyell Marshall\marshdo01,PF,29,CHI,78,53,30.5,5.4,11.8,.459,0.4,1.1,.379,5.0,10.7,.467,.477,2.1,2.8,.756,3.0,6.0,9.0,1.8,1.2,1.1,1.7,3.0,13.4
61,Tim Thomas\thomati01,SF,25,MIL,80,70,29.5,5.2,11.6,.443,1.2,3.3,.366,3.9,8.3,.474,.495,1.8,2.3,.780,1.2,3.7,4.9,1.3,0.9,0.6,1.7,3.2,13.3
62,Alvin Williams\willial02,PG,28,TOR,78,78,33.8,5.1,11.6,.438,0.6,1.9,.329,4.5,9.7,.458,.464,2.4,3.1,.782,0.7,2.4,3.1,5.3,1.4,0.3,1.6,2.2,13.2
63,Brad Miller\millebr01,C,26,IND,73,72,31.1,4.5,9.1,.493,0.1,0.2,.313,4.4,8.9,.498,.497,4.0,4.9,.818,2.5,5.7,8.3,2.6,0.9,0.6,1.6,2.8,13.1
64,Eric Snow\snower01,PG,29,PHI,82,82,37.9,4.4,9.7,.452,0.1,0.4,.219,4.3,9.4,.462,.456,4.0,4.6,.858,0.9,2.8,3.7,6.6,1.6,0.1,2.4,2.9,12.9
65,Reggie Miller*\millere01,SG,37,IND,70,70,30.2,4.0,9.1,.441,1.6,4.5,.355,2.4,4.6,.527,.530,3.0,3.3,.900,0.3,2.2,2.5,2.4,0.9,0.1,0.9,1.3,12.6
66,Drew Gooden\goodedr01,SF-PF,21,TOT,70,47,26.8,5.1,11.1,.457,0.2,0.7,.292,4.9,10.4,.468,.466,2.2,3.0,.712,2.3,4.2,6.5,1.2,0.8,0.5,2.1,2.5,12.5
67,Nick Van Exel\vanexni01,SG,31,DAL,73,1,27.8,4.7,11.4,.412,1.6,4.3,.378,3.1,7.1,.432,.483,1.5,2.0,.764,0.5,2.4,2.8,4.3,0.6,0.1,1.7,1.2,12.5
68,Gordan Giriček\giricgo01,SG-SF,25,TOT,76,62,28.3,4.6,10.6,.436,1.1,3.3,.341,3.5,7.3,.478,.489,2.0,2.4,.820,0.5,2.7,3.1,1.8,0.7,0.1,1.9,2.1,12.3
69,Al Harrington\harrial01,SF,22,IND,82,37,30.1,4.7,10.9,.434,0.2,0.6,.283,4.6,10.4,.442,.441,2.6,3.3,.770,1.9,4.3,6.2,1.5,0.9,0.4,2.0,3.4,12.2
70,Clifford Robinson\robincl02,PF,36,DET,81,69,34.9,4.6,11.5,.398,1.1,3.2,.336,3.5,8.3,.422,.444,2.0,2.9,.676,1.0,2.9,3.9,3.3,1.1,1.1,2.0,3.2,12.2
71,Jason Williams\willija02,PG,27,MEM,76,76,31.7,4.4,11.3,.388,1.9,5.3,.354,2.5,6.0,.418,.471,1.4,1.7,.840,0.3,2.5,2.8,8.3,1.2,0.1,2.2,1.7,12.1
72,Andrei Kirilenko\kirilan01,SF,21,UTA,80,11,27.7,3.9,8.0,.491,0.5,1.4,.325,3.5,6.6,.527,.519,3.7,4.6,.800,1.8,3.4,5.3,1.7,1.5,2.2,1.7,2.3,12.0
73,Corliss Williamson\willico02,SF,29,DET,82,1,25.1,4.6,10.1,.453,0.0,0.1,.182,4.5,9.9,.456,.454,2.9,3.7,.790,1.8,2.6,4.4,1.3,0.5,0.3,1.5,2.9,12.0
74,Stephen Jackson\jacksst02,SG,24,SAS,80,58,28.2,4.5,10.2,.435,1.2,3.7,.320,3.3,6.5,.501,.493,1.7,2.3,.760,0.8,2.8,3.6,2.3,1.6,0.4,2.2,2.5,11.8
75,Troy Murphy\murphtr01,PF,22,GSW,79,79,31.8,4.3,9.5,.451,0.0,0.2,.214,4.2,9.3,.456,.453,3.1,3.7,.841,2.9,7.3,10.2,1.3,0.8,0.4,1.4,3.1,11.7
76,Lorenzen Wright\wrighlo02,C,27,MEM,70,49,28.3,4.6,10.2,.454,0.0,0.1,.000,4.6,10.2,.457,.454,2.1,3.2,.659,2.4,5.1,7.5,1.1,0.7,0.8,1.6,3.0,11.4
77,Rasho Nesterović\nestera01,C,26,MIN,77,77,30.4,5.2,9.9,.525,0.0,0.0,.000,5.2,9.9,.526,.525,0.8,1.2,.642,1.9,4.6,6.5,1.5,0.5,1.5,1.3,3.3,11.2
78,James Posey\poseyja01,SF,26,TOT,83,71,30.3,3.7,9.1,.411,0.8,2.8,.306,2.9,6.3,.457,.457,2.5,3.0,.833,1.1,4.0,5.1,2.2,1.3,0.2,1.7,2.4,10.8
79,John Stockton*\stockjo01,PG,40,UTA,82,82,27.7,3.8,7.8,.483,0.4,1.0,.363,3.4,6.8,.500,.505,2.9,3.5,.826,0.6,1.8,2.5,7.7,1.7,0.2,2.2,2.2,10.8
80,P.J. Brown\brownpj01,PF,33,NOH,78,78,33.4,4.1,7.7,.531,0.0,0.0,.000,4.1,7.7,.533,.531,2.5,3.0,.836,3.1,5.9,9.0,1.9,0.9,1.0,1.3,2.6,10.7
81,Jamal Crawford\crawfja01,PG,22,CHI,80,31,24.9,4.2,10.1,.413,1.1,3.0,.355,3.1,7.1,.438,.467,1.3,1.6,.806,0.3,2.1,2.3,4.2,1.0,0.3,1.7,1.6,10.7
82,Pat Garrity\garripa01,PF,26,ORL,81,53,31.9,3.9,9.2,.419,2.0,5.0,.396,1.9,4.2,.448,.528,1.0,1.2,.830,0.9,2.9,3.8,1.5,0.8,0.2,1.0,3.1,10.7
83,Eddy Curry\curryed01,C,20,CHI,81,48,19.4,4.1,7.1,.585,0.0,0.0,,4.1,7.1,.585,.585,2.2,3.5,.624,1.4,2.9,4.4,0.5,0.2,0.8,1.7,2.8,10.5
84,Derek Fisher\fishede01,PG,28,LAL,82,82,34.5,4.1,9.5,.437,1.0,2.6,.401,3.1,6.9,.451,.492,1.2,1.5,.800,0.5,2.4,2.9,3.6,1.1,0.2,1.1,2.4,10.5
85,Nenê\hilarne01,C,20,DEN,80,53,28.2,4.0,7.7,.519,0.0,0.0,.000,4.0,7.7,.521,.519,2.5,4.3,.578,2.6,3.5,6.1,1.9,1.6,0.8,2.3,3.7,10.5
86,Malik Rose\rosema01,PF,28,SAS,79,13,24.5,3.7,8.0,.459,0.0,0.1,.400,3.6,7.9,.459,.460,3.1,3.9,.791,1.9,4.5,6.4,1.6,0.7,0.5,2.2,2.6,10.4
87,Brent Barry\barrybr01,SG,31,SEA,75,68,33.1,3.5,7.7,.458,1.6,3.9,.403,1.9,3.8,.514,.560,1.7,2.1,.795,0.6,3.4,4.0,5.1,1.5,0.2,1.9,2.7,10.3
88,Brian Grant\grantbr01,C,30,MIA,82,82,32.2,4.2,8.2,.509,0.0,0.0,,4.2,8.2,.509,.509,1.9,2.5,.771,2.9,7.3,10.2,1.3,0.8,0.6,1.6,3.7,10.3
89,Lucious Harris\harrilu01,SG,32,NJN,77,25,25.6,3.9,9.4,.413,0.6,1.8,.346,3.3,7.6,.429,.446,2.0,2.5,.804,0.8,2.2,3.0,2.0,0.7,0.1,0.9,1.2,10.3
90,Jamaal Magloire\magloja01,C,24,NOH,82,82,29.8,3.7,7.7,.480,0.0,0.0,.000,3.7,7.7,.483,.480,2.8,3.9,.717,3.2,5.7,8.8,1.1,0.6,1.4,1.9,3.4,10.3
91,Vladimir Radmanović\radmavl01,PF,22,SEA,72,16,26.5,3.8,9.3,.410,1.4,4.1,.355,2.4,5.2,.453,.488,1.0,1.4,.706,1.1,3.4,4.5,1.3,0.9,0.3,1.4,1.9,10.1
92,Carlos Boozer\boozeca01,PF,21,CLE,81,54,25.3,4.1,7.6,.536,0.0,0.0,.000,4.1,7.6,.536,.536,1.8,2.4,.771,2.5,5.0,7.5,1.3,0.7,0.6,1.3,2.8,10.0
93,Vlade Divac*\divacvl01,C,34,SAC,80,80,29.8,3.8,8.2,.466,0.1,0.3,.240,3.7,7.9,.475,.470,2.2,3.1,.713,2.0,5.2,7.2,3.4,1.0,1.3,1.9,3.0,9.9
94,Joe Johnson\johnsjo02,SG,21,PHO,82,34,27.5,3.9,9.7,.397,0.9,2.5,.366,2.9,7.2,.408,.444,1.2,1.5,.774,0.7,2.5,3.2,2.6,0.8,0.2,1.3,1.7,9.8
95,Jumaine Jones\jonesju01,SF,23,CLE,80,12,27.6,3.9,8.9,.434,1.4,3.9,.354,2.5,5.0,.497,.512,0.7,1.0,.687,1.3,3.7,5.1,1.4,0.8,0.3,1.3,2.2,9.8
96,Shane Battier\battish01,SF,24,MEM,78,47,30.6,3.5,7.3,.483,1.1,2.8,.398,2.4,4.5,.535,.559,1.5,1.9,.828,1.6,2.8,4.4,1.3,1.3,1.1,0.9,2.7,9.7
97,Dion Glover\glovedi01,SG,24,ATL,76,42,24.9,3.6,8.5,.427,0.7,2.1,.354,2.9,6.4,.451,.471,1.7,2.1,.784,0.8,2.9,3.7,1.9,0.9,0.2,1.4,1.9,9.7
98,Jerome Williams\willije01,PF,29,TOR,71,63,33.0,3.8,7.5,.499,0.0,0.1,.167,3.7,7.5,.503,.500,2.2,4.0,.555,3.3,5.9,9.2,1.3,1.6,0.4,1.4,2.8,9.7
99,Malik Allen\allenma01,PF,24,MIA,80,73,29.0,4.2,9.9,.424,0.0,0.1,.000,4.2,9.8,.426,.424,1.2,1.5,.802,1.7,3.6,5.3,0.7,0.5,1.0,1.6,2.9,9.6
100,Jay Williams\willija03,PG,21,CHI,75,54,26.1,3.6,9.1,.399,0.9,2.7,.322,2.8,6.4,.431,.446,1.4,2.1,.640,0.4,2.2,2.6,4.7,1.1,0.2,2.3,2.4,9.5
101,Darrell Armstrong\armstda01,PG,34,ORL,82,23,28.7,3.2,7.8,.409,1.0,2.8,.336,2.3,5.0,.450,.470,2.0,2.3,.878,1.1,2.5,3.6,3.9,1.6,0.2,2.0,2.0,9.4
102,Doug Christie\chrisdo01,SG,32,SAC,80,80,33.9,3.3,7.0,.479,0.9,2.3,.395,2.4,4.7,.522,.545,1.8,2.2,.810,0.8,3.5,4.3,4.7,2.3,0.5,1.8,2.3,9.4
103,Predrag Drobnjak\drobnpr01,C,27,SEA,82,69,24.2,4.0,9.6,.412,0.4,1.0,.353,3.6,8.6,.419,.431,1.1,1.4,.791,1.4,2.5,3.9,1.0,0.6,0.5,0.8,2.2,9.4
104,Tyson Chandler\chandty01,C,20,CHI,75,68,24.4,3.4,6.5,.531,0.0,0.0,,3.4,6.5,.531,.531,2.4,3.9,.608,2.3,4.6,6.9,1.0,0.5,1.4,1.8,2.9,9.2
105,Howard Eisley\eisleho01,PG,30,NYK,82,76,27.4,3.2,7.7,.417,1.6,4.1,.389,1.6,3.5,.450,.521,1.1,1.3,.848,0.3,2.0,2.3,5.4,0.9,0.1,1.8,2.7,9.1
106,Eric Williams\willier01,SF,30,BOS,82,79,28.7,3.1,7.0,.442,0.5,1.3,.336,2.6,5.7,.467,.474,2.5,3.3,.750,1.7,2.9,4.7,1.7,1.0,0.2,1.2,2.9,9.1
107,Rick Fox\foxri01,SF,33,LAL,76,75,28.7,3.4,8.2,.422,1.4,3.7,.375,2.1,4.5,.460,.506,0.7,0.9,.754,0.8,3.4,4.3,3.3,0.9,0.2,1.6,2.8,9.0
108,Aaron McKie\mckieaa01,SF,30,PHI,80,40,29.7,3.6,8.3,.429,0.5,1.4,.330,3.1,6.9,.449,.457,1.4,1.7,.836,0.8,3.6,4.4,3.5,1.6,0.1,1.4,2.2,9.0
109,Rodney White\whitero02,SG,22,DEN,72,19,21.7,3.6,8.9,.408,0.4,1.9,.239,3.2,7.0,.452,.433,1.4,1.7,.784,0.6,2.4,3.0,1.7,0.6,0.4,2.2,1.9,9.0
110,Kendall Gill\gillke01,SG,34,MIN,82,34,25.2,3.5,8.3,.422,0.2,0.7,.322,3.3,7.5,.432,.436,1.5,2.0,.764,0.6,2.4,3.0,1.9,1.0,0.2,1.3,2.1,8.7
111,Theo Ratliff\ratlith01,C,29,ATL,81,81,31.1,3.4,7.3,.464,0.0,0.0,,3.4,7.3,.464,.464,1.9,2.6,.720,1.9,5.6,7.5,0.9,0.7,3.2,1.7,3.3,8.7
112,Calbert Cheaney\cheanca01,SG,31,UTA,81,74,29.0,4.0,8.0,.499,0.1,0.3,.400,3.9,7.7,.503,.507,0.5,0.9,.580,0.9,2.6,3.5,2.0,0.8,0.2,1.3,2.8,8.6
113,Eddie Griffin\griffed01,PF,20,HOU,77,66,24.5,3.5,8.8,.400,0.8,2.5,.333,2.7,6.3,.426,.447,0.8,1.2,.617,1.8,4.2,6.0,1.1,0.7,1.4,1.0,1.8,8.6
114,Tyronn Lue\luety01,PG,25,WAS,75,24,26.5,3.3,7.6,.433,0.8,2.3,.341,2.5,5.3,.474,.485,1.2,1.4,.875,0.3,1.7,2.0,3.5,0.6,0.0,1.0,2.0,8.6
115,Shandon Anderson\andersh01,SF,29,NYK,82,9,21.1,3.0,6.5,.462,0.6,1.7,.371,2.4,4.8,.494,.510,1.7,2.3,.732,0.8,2.3,3.1,1.1,0.9,0.2,1.4,2.2,8.4
116,Travis Best\besttr01,PG,30,MIA,72,52,25.1,3.2,8.1,.396,0.5,1.5,.330,2.7,6.6,.411,.427,1.5,1.7,.854,0.4,1.7,2.0,3.5,0.6,0.1,1.5,2.4,8.4
117,Zach Randolph\randoza01,PF,21,POR,77,11,16.9,3.4,6.7,.513,0.0,0.1,.000,3.4,6.6,.518,.513,1.6,2.1,.758,1.8,2.6,4.5,0.5,0.5,0.2,0.8,1.8,8.4
118,Christian Laettner\laettch01,PF,33,WAS,76,66,29.1,3.4,6.8,.494,0.0,0.2,.125,3.3,6.6,.506,.496,1.6,1.9,.833,1.5,5.1,6.6,3.1,1.1,0.5,1.1,2.7,8.3
119,Ruben Patterson\patteru01,SF,27,POR,78,17,21.2,3.3,6.6,.492,0.0,0.3,.150,3.2,6.4,.506,.495,1.8,2.8,.627,1.5,1.8,3.4,1.3,0.9,0.4,1.5,2.1,8.3
