Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
95,Marvin Williams\willima02,SF,25,ATL,57,37,26.3,3.6,8.2,.432,1.0,2.6,.389,2.5,5.6,.452,.494,2.0,2.6,.788,1.3,3.8,5.2,1.2,0.8,0.3,0.7,1.5,10.2
96,Vince Carter\cartevi01,SG,35,DAL,61,40,25.3,3.7,8.9,.411,1.2,3.4,.361,2.4,5.5,.442,.480,1.6,1.9,.826,0.5,2.8,3.4,2.3,0.9,0.4,1.4,2.2,10.1
97,Gary Neal\nealga01,SG,27,SAS,56,7,21.5,3.8,8.7,.436,1.5,3.5,.419,2.3,5.1,.448,.522,0.9,1.1,.781,0.2,1.9,2.1,2.1,0.5,0.0,1.1,1.3,9.9
98,Tony Allen\allento01,SG,30,MEM,58,57,26.3,3.6,7.7,.469,0.1,0.4,.308,3.5,7.3,.479,.478,2.4,3.0,.800,1.7,2.3,4.0,1.4,1.8,0.6,1.6,2.4,9.8
99,Mario Chalmers\chalmma01,PG,25,MIA,64,64,28.5,3.5,7.8,.448,1.6,4.1,.388,1.9,3.7,.513,.549,1.3,1.6,.792,0.3,2.4,2.7,3.5,1.5,0.2,2.2,2.6,9.8
100,Brandon Rush\rushbr01,SF,26,GSW,65,1,26.4,3.6,7.2,.501,1.5,3.4,.452,2.1,3.8,.544,.607,1.0,1.3,.793,0.5,3.4,3.9,1.4,0.5,0.9,1.0,1.0,9.8
101,Andre Miller\millean02,SG,35,DEN,66,7,27.4,3.7,8.4,.438,0.3,1.3,.217,3.4,7.1,.478,.455,2.1,2.6,.811,0.8,2.5,3.3,6.7,1.0,0.1,2.7,2.0,9.7
102,Chase Budinger\budinch01,SF,23,HOU,58,9,22.4,3.6,8.1,.442,1.5,3.8,.402,2.1,4.3,.476,.535,0.9,1.2,.771,0.7,3.1,3.7,1.3,0.5,0.1,0.9,1.1,9.6
103,DeJuan Blair\blairde01,PF,22,SAS,64,62,21.3,4.2,7.9,.534,0.0,0.0,.000,4.2,7.9,.535,.534,1.1,1.9,.613,2.4,3.1,5.5,1.2,0.9,0.2,1.4,2.6,9.5
104,Chandler Parsons\parsoch01,SF,23,HOU,63,57,28.6,3.9,8.7,.452,1.0,2.8,.337,3.0,5.9,.507,.506,0.7,1.2,.551,1.4,3.3,4.8,2.1,1.2,0.5,1.3,2.3,9.5
105,Iman Shumpert\shumpim01,PG,21,NYK,59,35,28.9,3.6,9.1,.401,0.8,2.7,.306,2.8,6.4,.440,.446,1.5,1.8,.798,0.7,2.4,3.2,2.8,1.7,0.1,1.9,2.9,9.5
106,Evan Turner\turneev01,SF,23,PHI,65,20,26.4,4.0,9.1,.446,0.2,0.8,.224,3.9,8.3,.466,.455,1.1,1.7,.676,0.4,5.4,5.8,2.8,0.6,0.3,1.6,1.8,9.4
107,Glen Davis\davisgl01,PF,26,ORL,61,13,23.4,3.7,8.8,.421,0.0,0.2,.143,3.7,8.5,.429,.423,1.9,2.7,.683,1.8,3.7,5.4,0.8,0.7,0.3,1.2,1.7,9.3
108,Tyler Hansbrough\hansbty01,PF,26,IND,66,0,21.8,2.9,7.3,.405,0.0,0.0,.000,2.9,7.2,.406,.405,3.4,4.2,.813,1.7,2.7,4.4,0.5,0.8,0.1,1.0,2.4,9.3
109,Byron Mullens\mulleby01,C,22,CHA,65,25,22.5,3.9,9.1,.425,0.2,0.8,.235,3.7,8.3,.443,.435,1.4,1.7,.821,1.5,3.6,5.0,0.9,0.3,0.8,1.1,2.1,9.3
110,Tiago Splitter\splitti01,C,27,SAS,59,2,19.0,3.6,5.8,.618,0.0,0.0,,3.6,5.8,.618,.618,2.1,3.1,.691,1.6,3.6,5.2,1.1,0.4,0.8,1.5,2.3,9.3
111,Richard Jefferson\jefferi01,SF,31,TOT,63,44,27.7,3.2,7.7,.416,1.8,4.3,.420,1.4,3.5,.411,.532,0.9,1.3,.694,0.4,3.1,3.5,1.4,0.6,0.3,0.8,1.9,9.2
112,Danny Green\greenda02,SG,24,SAS,66,38,23.1,3.2,7.2,.442,1.5,3.5,.436,1.7,3.7,.449,.549,1.2,1.5,.790,0.8,2.6,3.5,1.3,0.9,0.7,1.0,1.6,9.1
113,Serge Ibaka\ibakase01,PF,22,OKC,66,66,27.2,4.0,7.4,.535,0.0,0.0,.333,4.0,7.4,.536,.536,1.2,1.8,.661,2.9,4.6,7.5,0.4,0.5,3.7,1.2,2.7,9.1
114,James Johnson\johnsja01,SF,24,TOR,62,40,25.2,3.8,8.4,.450,0.3,1.0,.317,3.5,7.4,.467,.468,1.3,1.9,.704,1.2,3.5,4.7,2.0,1.1,1.4,1.6,2.9,9.1
115,C.J. Miles\milescj01,SG,24,UTA,56,14,20.4,3.2,8.3,.381,0.8,2.7,.307,2.3,5.6,.416,.430,1.9,2.4,.794,0.5,1.6,2.1,1.2,0.8,0.3,0.9,2.2,9.1
116,Jason Thompson\thompja02,PF,25,SAC,64,47,25.9,3.7,6.9,.535,0.0,0.0,.000,3.7,6.9,.537,.535,1.7,2.8,.602,2.6,4.3,6.9,1.2,0.7,0.7,1.1,2.3,9.1
117,Corey Brewer\breweco01,SF,25,DEN,59,17,21.8,3.4,7.8,.434,0.6,2.2,.260,2.8,5.7,.500,.470,1.5,2.2,.692,0.7,1.8,2.5,1.5,1.2,0.3,0.9,1.9,8.9
118,Greivis Vásquez\vasqugr01,SG,25,NOH,66,26,25.8,3.4,7.9,.430,0.7,2.0,.319,2.8,5.9,.469,.471,1.5,1.8,.821,0.3,2.3,2.6,5.4,0.9,0.1,2.2,1.9,8.9
119,Derrick Favors\favorde01,PF,20,UTA,65,9,21.2,3.4,6.8,.499,0.0,0.0,,3.4,6.8,.499,.499,1.9,3.0,.649,2.4,4.1,6.5,0.7,0.6,1.0,1.6,2.2,8.8
