Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
37,Andre Iguodala\iguodan01,SF,26,PHI,82,82,38.9,6.0,13.7,.443,1.1,3.7,.310,4.9,10.0,.492,.485,3.8,5.2,.733,1.0,5.5,6.5,5.8,1.7,0.7,2.7,1.8,17.1
38,Al Jefferson\jeffeal01,C,25,MIN,76,76,32.4,7.4,14.8,.498,0.0,0.1,.000,7.4,14.8,.500,.498,2.4,3.5,.680,2.4,6.9,9.3,1.8,0.8,1.3,1.8,2.7,17.1
39,Carl Landry\landrca01,PF,26,TOT,80,29,30.9,6.2,11.6,.536,0.0,0.0,.333,6.2,11.6,.537,.537,4.3,5.3,.806,2.4,3.5,5.9,0.8,0.7,0.8,1.7,2.9,16.8
40,Vince Carter\cartevi01,SG,33,ORL,75,74,30.8,5.8,13.5,.428,1.6,4.3,.367,4.2,9.2,.456,.486,3.4,4.1,.840,0.4,3.5,3.9,3.1,0.7,0.2,1.4,2.5,16.6
41,Rodney Stuckey\stuckro01,PG,23,DET,73,67,34.2,6.2,15.2,.405,0.2,1.1,.228,5.9,14.1,.418,.413,4.1,4.9,.833,0.9,2.9,3.8,4.8,1.4,0.2,2.2,2.8,16.6
42,Jason Terry\terryja01,SG,32,DAL,77,12,33.0,5.9,13.5,.438,1.8,4.8,.365,4.2,8.7,.479,.503,3.0,3.5,.866,0.2,1.6,1.8,3.8,1.2,0.2,1.4,1.8,16.6
43,Manu Ginóbili\ginobma01,SG,32,SAS,75,21,28.7,5.3,12.0,.441,1.8,4.7,.377,3.5,7.4,.481,.514,4.1,4.7,.870,0.9,2.9,3.8,4.9,1.4,0.3,2.1,2.1,16.5
44,Steve Nash*\nashst01,PG,35,PHO,81,81,32.8,6.2,12.2,.507,1.5,3.6,.426,4.6,8.6,.540,.570,2.6,2.8,.938,0.4,2.9,3.3,11.0,0.5,0.1,3.6,1.3,16.5
45,Ray Allen*\allenra02,SG,34,BOS,80,80,35.2,5.8,12.2,.477,1.8,5.0,.363,4.0,7.2,.556,.551,2.9,3.2,.913,0.6,2.6,3.2,2.6,0.8,0.3,1.6,2.3,16.3
46,Caron Butler\butleca01,SF-SG,29,TOT,74,74,37.6,6.1,14.2,.428,0.6,2.0,.290,5.5,12.2,.450,.448,3.6,4.3,.838,1.4,4.8,6.2,2.1,1.6,0.3,2.2,2.6,16.3
47,Luis Scola\scolalu01,PF,29,HOU,82,82,32.6,6.8,13.3,.514,0.0,0.1,.200,6.8,13.2,.515,.514,2.5,3.3,.779,2.1,6.5,8.6,2.1,0.8,0.3,2.0,3.0,16.2
48,Russell Westbrook\westbru01,PG,21,OKC,82,82,34.3,5.9,14.1,.418,0.3,1.3,.221,5.6,12.9,.438,.428,4.0,5.1,.780,1.7,3.1,4.9,8.0,1.3,0.4,3.3,2.5,16.1
49,Jason Richardson\richaja01,SG,29,PHO,79,76,31.5,6.0,12.6,.474,2.0,5.1,.393,4.0,7.6,.528,.553,1.7,2.3,.739,1.0,4.1,5.1,1.8,0.8,0.4,1.2,2.1,15.7
50,Josh Smith\smithjo03,PF,24,ATL,81,81,35.4,6.2,12.3,.505,0.0,0.1,.000,6.2,12.2,.508,.505,3.2,5.2,.618,2.8,6.0,8.7,4.2,1.6,2.1,2.4,3.0,15.7
51,Brandon Jennings\jennibr01,PG,20,MIL,82,82,32.6,5.5,14.8,.371,1.8,4.7,.374,3.7,10.1,.370,.431,2.7,3.3,.817,0.6,2.8,3.4,5.7,1.3,0.2,2.4,2.3,15.5
52,John Salmons\salmojo01,SG,30,TOT,81,56,34.9,5.4,12.2,.441,1.5,3.8,.382,3.9,8.4,.468,.501,3.1,3.8,.830,0.4,2.9,3.3,2.8,1.2,0.3,1.5,2.0,15.4
53,J.R. Smith\smithjr01,SG,24,DEN,75,0,27.8,5.7,13.8,.414,2.1,6.2,.338,3.6,7.5,.477,.491,1.9,2.7,.706,0.4,2.7,3.1,2.4,1.3,0.3,1.9,2.3,15.4
54,Baron Davis\davisba01,PG,30,LAC,75,73,33.6,5.5,13.5,.406,1.1,3.9,.277,4.4,9.6,.459,.446,3.2,3.9,.821,0.7,2.9,3.5,8.0,1.7,0.6,2.8,2.8,15.3
55,Danilo Gallinari\gallida01,SF,21,NYK,81,74,33.9,4.8,11.4,.423,2.3,6.0,.381,2.5,5.4,.469,.523,3.1,3.8,.818,0.8,4.1,4.9,1.7,0.9,0.7,1.4,2.4,15.1
56,Jeff Green\greenje02,PF,23,OKC,82,82,37.1,5.9,13.0,.453,1.3,3.8,.333,4.6,9.2,.503,.502,2.0,2.7,.740,1.4,4.6,6.0,1.6,1.3,0.9,1.6,2.7,15.1
57,Trevor Ariza\arizatr01,SF,24,HOU,72,71,36.5,5.5,13.9,.394,1.9,5.7,.334,3.6,8.2,.436,.462,2.1,3.2,.649,1.1,4.5,5.6,3.8,1.8,0.6,2.2,2.3,14.9
58,Michael Beasley\beaslmi01,PF,21,MIA,78,78,29.8,6.0,13.3,.450,0.4,1.3,.275,5.6,12.0,.469,.463,2.5,3.1,.800,1.6,4.8,6.4,1.3,1.0,0.6,1.7,2.8,14.8
59,Troy Murphy\murphtr01,PF,29,IND,72,69,32.6,5.3,11.3,.472,1.8,4.6,.384,3.6,6.7,.533,.551,2.1,2.7,.798,1.8,8.4,10.2,2.1,1.0,0.5,1.4,2.4,14.6
60,Marcus Thornton\thornma01,SG,22,NOH,73,17,25.6,5.5,12.1,.451,1.6,4.3,.374,3.8,7.8,.493,.517,2.0,2.4,.814,1.0,1.9,2.9,1.6,0.8,0.2,1.0,1.7,14.5
61,Al Horford\horfoal01,C,23,ATL,81,81,35.1,5.8,10.5,.551,0.0,0.0,1.000,5.8,10.4,.551,.552,2.6,3.3,.789,2.9,7.0,9.9,2.3,0.7,1.1,1.5,2.8,14.2
62,Andray Blatche\blatcan01,PF,23,WAS,81,36,27.9,5.9,12.3,.478,0.2,0.5,.295,5.7,11.8,.487,.485,2.1,2.9,.744,2.0,4.3,6.3,2.1,1.0,0.9,2.2,2.7,14.1
63,Rashard Lewis\lewisra02,PF,30,ORL,72,72,32.9,4.9,11.2,.435,2.3,5.9,.397,2.5,5.3,.476,.539,2.0,2.5,.806,0.9,3.6,4.4,1.5,1.1,0.4,1.5,2.5,14.1
64,Andre Miller\millean02,PG,33,POR,82,66,30.5,4.9,11.1,.445,0.2,1.0,.200,4.7,10.1,.469,.454,3.9,4.8,.821,1.0,2.3,3.2,5.4,1.1,0.1,2.1,2.1,14.0
65,Nenê\hilarne01,C,27,DEN,82,82,33.6,5.1,8.7,.587,0.0,0.0,.000,5.1,8.7,.589,.587,3.6,5.1,.704,2.0,5.6,7.6,2.5,1.4,1.0,1.5,3.4,13.8
66,Rajon Rondo\rondora01,PG,23,BOS,81,81,36.6,5.7,11.2,.508,0.2,1.0,.213,5.5,10.2,.536,.517,2.2,3.5,.621,1.2,3.2,4.4,9.8,2.3,0.1,3.0,2.4,13.7
67,Jermaine O'Neal\onealje01,C,31,MIA,70,70,28.4,5.6,10.6,.529,0.0,0.0,.000,5.6,10.6,.530,.529,2.3,3.2,.720,1.8,5.2,6.9,1.3,0.4,1.4,1.8,3.0,13.6
68,Jonny Flynn\flynnjo01,PG,20,MIN,81,81,28.9,4.9,11.8,.417,1.0,2.7,.358,4.0,9.1,.434,.457,2.8,3.3,.826,0.3,2.1,2.4,4.4,1.0,0.0,2.9,1.2,13.5
69,Mehmet Okur\okurme01,C,30,UTA,73,73,29.4,4.9,10.6,.458,1.1,2.9,.385,3.7,7.7,.486,.511,2.7,3.3,.820,1.8,5.2,7.1,1.6,0.5,1.1,1.7,3.1,13.5
70,Elton Brand\brandel01,PF,30,PHI,76,57,30.2,5.4,11.3,.480,0.0,0.0,.000,5.4,11.3,.481,.480,2.3,3.1,.738,2.4,3.7,6.1,1.4,1.1,1.1,1.7,3.1,13.1
71,Corey Brewer\breweco01,SG,23,MIN,82,82,30.3,5.0,11.6,.431,1.0,2.9,.346,4.0,8.7,.459,.474,2.0,3.1,.648,0.9,2.5,3.4,2.4,1.4,0.4,2.0,2.7,13.0
72,Beno Udrih\udrihbe01,PG,27,SAC,79,41,31.4,5.3,10.6,.493,0.9,2.5,.377,4.3,8.1,.530,.538,1.5,1.8,.837,0.5,2.3,2.8,4.7,1.1,0.1,1.7,2.1,12.9
73,Courtney Lee\leeco01,SG,24,NJN,71,66,33.5,4.8,10.9,.436,1.1,3.2,.338,3.7,7.7,.476,.485,1.9,2.2,.869,0.8,2.7,3.5,1.7,1.3,0.3,1.1,1.8,12.5
74,Jason Thompson\thompja02,C,23,SAC,75,58,31.4,4.9,10.5,.472,0.0,0.1,.100,4.9,10.3,.477,.473,2.6,3.7,.715,3.0,5.5,8.5,1.7,0.5,1.0,1.9,3.7,12.5
75,Darren Collison\collida01,PG,22,NOH,76,37,27.8,4.9,10.4,.477,0.6,1.5,.400,4.3,8.9,.490,.506,1.9,2.3,.851,0.5,2.0,2.5,5.7,1.0,0.1,2.7,1.2,12.4
76,George Hill\hillge01,PG,23,SAS,78,43,29.2,4.5,9.5,.478,1.0,2.4,.399,3.6,7.1,.505,.529,2.3,3.0,.772,0.5,2.1,2.6,2.9,0.9,0.3,1.3,2.8,12.4
77,Richard Jefferson\jefferi01,SF,29,SAS,81,70,31.1,4.5,9.6,.467,0.7,2.3,.316,3.7,7.3,.515,.505,2.6,3.5,.735,0.7,3.7,4.4,2.0,0.6,0.5,1.3,2.2,12.3
78,Raymond Felton\feltora01,PG,25,CHA,80,80,33.0,4.9,10.6,.459,0.8,2.0,.385,4.1,8.6,.475,.494,1.7,2.2,.763,0.7,2.9,3.6,5.6,1.5,0.3,2.1,2.2,12.1
79,Mike Conley\conlemi01,PG,22,MEM,80,80,32.1,4.6,10.4,.445,1.0,2.7,.387,3.6,7.7,.464,.494,1.7,2.3,.743,0.4,2.0,2.4,5.3,1.4,0.2,2.1,2.2,12.0
80,Shawn Marion\mariosh01,SF,31,DAL,75,75,31.8,5.3,10.4,.508,0.0,0.3,.158,5.2,10.1,.516,.510,1.4,1.9,.755,2.1,4.3,6.4,1.4,0.9,0.8,1.3,1.9,12.0
81,Rasual Butler\butlera01,SF,30,LAC,82,64,33.0,4.3,10.6,.409,1.8,5.3,.336,2.6,5.3,.482,.493,1.5,1.8,.841,0.5,2.5,2.9,1.4,0.4,0.8,1.0,1.5,11.9
82,Charlie Villanueva\villach01,PF,25,DET,78,16,23.7,4.7,10.6,.439,1.3,3.6,.351,3.4,7.0,.484,.499,1.4,1.7,.815,1.1,3.6,4.7,0.7,0.6,0.7,0.9,2.9,11.9
83,Roy Hibbert\hibbero01,C,23,IND,81,69,25.1,4.8,9.7,.495,0.0,0.1,.500,4.7,9.6,.495,.497,2.1,2.8,.754,2.2,3.5,5.7,2.0,0.4,1.6,1.8,3.5,11.7
84,Paul Millsap\millspa01,PF,24,UTA,82,8,27.8,4.7,8.7,.538,0.0,0.1,.111,4.7,8.6,.543,.538,2.2,3.2,.693,2.3,4.5,6.8,1.6,0.8,1.2,1.4,3.5,11.6
85,Jarrett Jack\jackja01,PG,26,TOR,82,43,27.4,3.9,8.2,.481,1.0,2.4,.412,2.9,5.8,.511,.542,2.5,2.9,.842,0.4,2.3,2.7,5.0,0.7,0.1,2.0,1.8,11.4
86,Boris Diaw\diawbo01,PF,27,CHA,82,82,35.4,4.5,9.4,.483,0.8,2.5,.320,3.7,6.9,.541,.525,1.4,1.8,.769,1.6,3.6,5.2,4.0,0.7,0.7,2.2,2.7,11.3
87,Grant Hill*\hillgr01,SF,37,PHO,81,81,30.0,4.1,8.7,.478,0.4,1.0,.438,3.7,7.7,.483,.503,2.5,3.1,.817,0.9,4.6,5.5,2.4,0.7,0.4,1.3,2.0,11.3
88,Hedo Türkoğlu\turkohe01,SF,30,TOR,74,69,30.7,3.7,9.1,.409,1.5,3.9,.374,2.3,5.2,.436,.490,2.4,3.1,.774,0.6,4.1,4.6,4.1,0.7,0.4,1.7,3.0,11.3
89,Channing Frye\fryech01,C,26,PHO,81,41,27.0,3.9,8.7,.451,2.1,4.8,.439,1.8,3.8,.466,.573,1.2,1.5,.810,0.8,4.5,5.3,1.4,0.8,0.9,0.9,3.2,11.2
90,Carlos Delfino\delfica01,SF,27,MIL,75,66,30.4,4.0,9.8,.408,1.8,4.9,.367,2.2,4.9,.450,.500,1.2,1.6,.782,0.7,4.6,5.3,2.7,1.1,0.3,1.6,1.8,11.0
91,Metta World Peace\artesro01,SF,30,LAL,77,77,33.8,4.0,9.6,.414,1.4,3.8,.355,2.6,5.8,.453,.484,1.7,2.4,.688,1.3,3.0,4.3,3.0,1.4,0.3,1.6,2.1,11.0
92,Ryan Gomes\gomesry01,SF,27,MIN,76,64,29.1,4.3,9.6,.447,1.0,2.6,.372,3.3,7.0,.475,.497,1.4,1.7,.825,1.0,3.6,4.6,1.6,0.8,0.2,1.3,2.0,10.9
93,Drew Gooden\goodedr01,C-PF,28,TOT,70,33,25.1,4.1,8.6,.478,0.0,0.1,.125,4.1,8.5,.483,.479,2.7,3.1,.861,3.0,4.8,7.7,0.7,0.6,0.8,1.5,2.8,10.9
94,Kirk Hinrich\hinriki01,SG,29,CHI,74,53,33.5,4.2,10.2,.409,1.4,3.8,.371,2.8,6.4,.431,.478,1.1,1.5,.752,0.3,3.2,3.5,4.5,1.1,0.3,1.5,2.8,10.9
95,Lamar Odom\odomla01,PF,30,LAL,82,38,31.5,4.2,9.0,.463,0.7,2.2,.319,3.5,6.8,.510,.502,1.7,2.5,.693,2.2,7.5,9.8,3.3,0.9,0.7,1.8,2.8,10.8
96,Al Thornton\thornal01,SF,26,TOT,75,46,27.7,4.3,9.0,.473,0.1,0.4,.355,4.1,8.6,.479,.482,2.0,2.8,.725,1.5,2.4,3.9,1.2,0.6,0.5,1.4,2.7,10.7
97,Ersan İlyasova\ilyaser01,PF,22,MIL,81,31,23.4,4.0,9.0,.443,1.0,3.0,.336,3.0,6.0,.496,.499,1.4,2.0,.715,1.9,4.4,6.4,1.0,0.7,0.3,0.9,3.1,10.4
98,Emeka Okafor\okafoem01,C,27,NOH,82,82,28.9,4.2,8.0,.530,0.0,0.0,,4.2,8.0,.530,.530,1.9,3.3,.562,3.1,6.0,9.0,0.7,0.7,1.5,1.4,2.7,10.4
99,Luke Ridnour\ridnolu01,PG,28,MIL,82,0,21.5,4.0,8.4,.478,0.8,2.2,.381,3.2,6.2,.513,.528,1.5,1.7,.907,0.3,1.5,1.7,4.0,0.7,0.1,1.3,2.2,10.4
100,Omri Casspi\casspom01,SF,21,SAC,77,31,25.1,3.9,8.7,.446,1.0,2.6,.369,2.9,6.1,.480,.502,1.5,2.3,.672,1.0,3.6,4.5,1.2,0.7,0.2,1.3,1.6,10.3
101,Jason Kidd*\kiddja01,PG,36,DAL,80,80,36.0,3.6,8.4,.423,2.2,5.2,.425,1.4,3.2,.420,.554,1.0,1.2,.808,0.6,5.0,5.6,9.1,1.8,0.4,2.4,1.8,10.3
102,Dahntay Jones\jonesda02,SF,29,IND,76,26,24.9,3.8,8.2,.461,0.1,0.4,.125,3.7,7.8,.479,.464,2.6,3.4,.770,0.6,2.4,3.0,2.0,0.5,0.5,1.7,3.1,10.2
103,Randy Foye\foyera01,PG,26,WAS,70,38,23.8,3.7,8.8,.414,0.9,2.6,.346,2.8,6.2,.442,.464,1.8,2.1,.890,0.2,1.6,1.9,3.3,0.5,0.1,1.3,1.8,10.1
104,Kendrick Perkins\perkike01,C,25,BOS,78,78,27.6,4.0,6.7,.602,0.0,0.0,.000,4.0,6.7,.605,.602,2.1,3.6,.582,2.0,5.6,7.6,1.0,0.3,1.7,2.1,2.8,10.1
105,Marvin Williams\willima02,SF,23,ATL,81,81,30.5,3.7,8.2,.455,0.5,1.6,.303,3.2,6.6,.492,.485,2.2,2.7,.819,1.3,3.8,5.1,1.1,0.8,0.6,0.9,2.0,10.1
106,Spencer Hawes\hawessp01,C,21,SAC,72,59,26.4,4.3,9.3,.468,0.4,1.2,.299,4.0,8.0,.494,.488,1.0,1.5,.689,2.0,4.0,6.1,2.2,0.4,1.2,1.8,2.8,10.0
107,James Harden\hardeja01,SG,20,OKC,76,0,22.9,3.1,7.6,.403,1.2,3.3,.375,1.8,4.3,.424,.484,2.6,3.2,.808,0.6,2.6,3.2,1.8,1.1,0.3,1.4,2.6,9.9
108,Udonis Haslem\hasleud01,PF,29,MIA,78,0,27.9,4.0,8.1,.494,0.0,0.0,,4.0,8.1,.494,.494,1.9,2.5,.762,2.1,5.9,8.1,0.7,0.4,0.3,1.0,2.2,9.9
109,Ronald Murray\murraro01,SG,30,TOT,75,2,22.3,3.6,9.1,.392,0.9,2.9,.312,2.7,6.2,.431,.443,1.9,2.6,.727,0.4,2.1,2.4,1.8,0.6,0.2,1.2,1.7,9.9
110,J.J. Redick\redicjj01,SG,25,ORL,82,9,22.0,3.0,6.7,.439,1.4,3.3,.405,1.6,3.4,.473,.540,2.3,2.7,.860,0.2,1.7,1.9,1.9,0.3,0.0,0.8,1.4,9.6
111,Hakim Warrick\warriha01,PF,27,TOT,76,6,20.5,3.5,7.2,.482,0.0,0.1,.143,3.5,7.1,.486,.483,2.7,3.6,.737,1.7,2.5,4.1,0.7,0.3,0.2,1.1,1.7,9.6
112,Wesley Matthews\matthwe02,SG,23,UTA,82,48,24.7,3.3,6.9,.483,0.8,2.0,.382,2.6,4.9,.525,.539,2.0,2.4,.829,0.6,1.7,2.3,1.5,0.8,0.2,1.1,1.9,9.4
113,Brandon Rush\rushbr01,SG,24,IND,82,64,30.4,3.6,8.6,.423,1.5,3.7,.411,2.1,4.9,.433,.511,0.7,1.1,.629,0.5,3.7,4.2,1.4,0.7,0.8,1.1,1.9,9.4
114,Martell Webster\webstma02,SF,23,POR,82,49,24.5,3.2,7.8,.405,1.5,4.0,.373,1.6,3.7,.440,.502,1.5,1.9,.813,0.6,2.7,3.3,0.8,0.5,0.5,0.7,1.9,9.4
115,Jonas Jerebko\jerebjo01,PF,22,DET,80,73,27.9,3.6,7.5,.481,0.5,1.4,.313,3.2,6.1,.520,.511,1.6,2.2,.710,2.4,3.6,6.0,0.7,1.0,0.4,1.0,2.9,9.3
116,Mike Bibby\bibbymi01,PG,31,ATL,80,80,27.4,3.4,8.1,.416,1.6,4.1,.389,1.8,4.0,.444,.514,0.9,1.0,.861,0.3,2.1,2.3,3.9,0.8,0.0,1.1,2.0,9.1
117,Brendan Haywood\haywobr01,C,30,TOT,77,67,30.6,3.6,6.4,.562,0.0,0.0,.000,3.6,6.4,.563,.562,2.0,3.2,.620,3.6,5.7,9.3,0.6,0.3,2.1,1.3,2.7,9.1
118,Taj Gibson\gibsota01,PF,24,CHI,82,70,26.9,3.8,7.7,.494,0.0,0.0,,3.8,7.7,.494,.494,1.4,2.1,.646,2.8,4.7,7.5,0.9,0.6,1.3,1.4,3.4,9.0
119,Rasheed Wallace\wallara01,C,35,BOS,79,13,22.5,3.4,8.2,.409,1.0,3.7,.283,2.3,4.6,.511,.472,1.2,1.6,.768,0.5,3.6,4.1,1.0,1.0,0.9,0.8,2.8,9.0
